Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Timo Werner,forward,RB Leipzig,49fe9070,22,2018,86,16,35.8,71.2,7,18.8,7,81,35.8,1.97,1,0,20.9,0,0,1,484
Timothy Castagne,defender,Atalanta,197640fd,22,2018,76,4,42.1,81.9,3,56.1,50,39,51.3,1.89,3,0,50.0,1,0,0,484
Timothy Fosu-Mensah,defender,Fulham,a9142dc3,20,2018,73,0,25.0,78.3,0,61.5,30,12,66.7,0.67,3,0,35.0,1,0,0,400
Timothy Weah,forward,Paris S-G,8eec784d,18,2018,69,1,100.0,50.0,0,0.0,0,0,0.0,3.0,1,0,100.0,0,0,1,324
Tobias Strobl,forward,M'Gladbach,17780d2b,28,2018,77,0,25.0,89.8,4,31.0,35,7,71.4,1.66,4,0,50.0,0,0,1,784
Tom Davies,midfielder,Everton,9228b07c,20,2018,75,0,28.6,78.8,0,30.4,9,17,76.5,1.63,3,0,32.0,0,1,0,400
TomГЎs RincГіn,midfielder,Torino,f1cfc209,30,2018,77,3,29.4,76.6,1,45.6,71,44,59.1,1.62,15,0,61.5,0,1,0,900
Toni Kroos,midfielder,Real Madrid,6ce1f46f,28,2018,88,0,30.0,88.8,4,24.6,13,17,82.4,1.64,2,0,58.8,0,1,0,784
Tony Jantschke,defender,M'Gladbach,34b54da7,28,2018,76,0,0.0,89.7,1,75.0,51,3,66.7,1.79,0,0,55.8,1,0,0,784
Trent Alexander-Arnold,defender,Liverpool,cd1acf9d,19,2018,83,1,31.0,73.5,12,52.9,68,27,51.9,2.69,3,0,28.1,1,0,0,361
Tristan DingomГ©,midfielder,Reims,92b56413,27,2018,73,1,37.5,77.3,3,29.2,5,23,39.1,1.65,5,0,30.4,0,1,0,729
Tyrone Mings,defender,Bournemouth,8397a50c,25,2018,74,0,0.0,82.3,0,66.7,8,2,100.0,0.6,0,0,50.0,1,0,0,625
Valentin Rongier,midfielder,Nantes,ed45c4a5,23,2018,80,4,21.1,80.1,5,40.0,19,56,66.1,1.31,3,0,43.2,0,1,0,529
Victor LindelГ¶f,defender,Manchester Utd,f5deef4c,24,2018,81,1,12.5,89.0,1,56.5,121,8,100.0,1.63,1,0,63.0,1,0,0,576
Vincent Manceau,defender,Angers,c26a3918,29,2018,73,1,6.3,79.7,1,53.2,87,22,59.1,1.29,2,0,47.4,1,0,0,841
Vincent Pajot,midfielder,Angers,f86ca403,27,2018,73,0,0.0,84.4,0,28.6,6,3,33.3,1.0,2,0,59.6,0,1,0,729
Vincenzo Grifo,midfielder,Freiburg,54e4866f,25,2018,78,6,31.7,74.6,3,51.9,10,42,71.4,0.94,1,0,23.1,0,1,0,625
Virgil van Dijk,defender,Liverpool,e06683ca,27,2018,90,4,25.8,89.5,2,100.0,201,12,75.0,2.55,1,0,73.8,1,0,0,729
VladimГ­r Darida,midfielder,Hertha BSC,3eb0f2df,27,2018,76,0,44.4,85.7,1,66.7,5,7,57.1,1.0,1,0,20.0,0,1,0,729
Wahbi Khazri,forward,Saint-Г‰tienne,2677a1de,27,2018,79,13,35.6,65.9,6,34.7,5,80,57.5,1.66,10,1,21.3,0,0,1,729
Walace,midfielder,Hannover 96,26db8853,23,2018,74,1,31.6,84.8,1,44.3,36,39,64.1,0.77,5,0,58.7,0,1,0,529
Weston McKennie,midfielder,Schalke 04,01c3aff5,19,2018,76,1,28.0,68.2,4,31.4,46,26,61.5,1.0,6,0,62.0,0,1,0,361
Wilfred Ndidi,midfielder,Leicester City,6b47c5db,21,2018,84,2,16.4,79.2,0,48.4,85,50,70.0,1.37,8,0,54.5,0,1,0,441
Wilfried Zaha,forward,Crystal Palace,b2bc3b1f,25,2018,83,10,37.0,75.7,5,35.3,4,225,50.7,1.26,9,1,20.9,0,0,1,625
Willi Orban,defender,RB Leipzig,20030c06,25,2018,81,4,33.3,77.9,0,63.2,140,4,75.0,2.21,5,0,61.0,1,0,0,625
Wissam Ben Yedder,forward,Sevilla,942b4f90,27,2018,83,18,45.9,71.7,9,16.7,2,81,56.8,1.57,3,0,29.3,0,0,1,729
Xherdan Shaqiri,forward,Liverpool,6421ec64,26,2018,82,6,38.5,77.3,3,47.4,6,16,37.5,2.46,2,0,33.3,0,0,1,676
Yacine Adli,midfielder,Bordeaux,26777636,18,2018,66,0,0.0,73.5,0,33.3,0,15,60.0,0.57,1,0,66.7,0,1,0,324
Yannick Gerhardt,midfielder,Wolfsburg,62ab9184,24,2018,77,2,22.2,74.8,2,37.2,34,24,37.5,1.7,2,0,36.8,0,1,0,576
Yerry Mina,defender,Everton,6d5701f2,23,2018,78,1,25.0,83.8,0,66.7,54,0,0.0,1.46,3,0,59.4,1,0,0,529
Youri Tielemans,midfielder,Monaco,56f7a928,21,2018,80,5,17.6,76.4,1,51.1,22,35,51.4,0.75,5,0,61.4,0,1,0,441
Youssef En-Nesyri,forward,LeganГ©s,04e17fd5,21,2018,76,9,32.4,54.4,2,16.7,23,63,42.9,1.06,7,0,57.3,0,0,1,441
Youssouf Sabaly,defender,Bordeaux,fbbb9269,25,2018,75,0,25.0,79.7,1,54.3,42,45,44.4,1.09,3,0,37.5,1,0,0,625
Yussuf Poulsen,forward,RB Leipzig,d2416c2e,24,2018,81,15,41.5,60.0,3,12.0,28,58,41.4,1.9,2,0,49.5,0,0,1,576
Yves Bissouma,midfielder,Brighton,6c203af0,21,2018,75,0,9.7,80.5,0,52.6,29,71,66.2,0.93,5,0,46.6,0,1,0,441
Zaydou Youssouf,midfielder,Bordeaux,e2f9bb5f,19,2018,69,0,50.0,73.5,0,42.9,0,9,77.8,1.0,1,0,33.3,0,1,0,361
ГЃdГЎm Szalai,forward,Hoffenheim,53e07d0b,30,2018,76,6,30.3,70.0,3,36.4,8,23,43.5,1.37,3,0,46.9,0,0,1,900
ГЃngel Correa,midfielder,AtlГ©tico Madrid,01eb744d,23,2018,82,3,34.4,72.6,2,18.9,20,101,62.4,1.94,7,1,28.6,0,1,0,529
ГЃngel Di MarГ­a,forward,Paris S-G,19cda00b,30,2018,86,12,30.9,72.4,11,23.8,4,84,48.8,2.57,2,0,0.0,0,0,1,900
Г‡aДџlar SГ¶yГјncГј,defender,Leicester City,21166ff4,22,2018,79,0,0.0,83.1,0,50.0,22,3,66.7,1.5,1,0,72.7,1,0,0,484
Г“scar Duarte,forward,Espanyol,aa0ac32d,29,2018,76,0,50.0,86.8,0,57.1,34,0,0.0,1.36,0,0,69.7,0,0,1,841
Д°lkay GГјndoДџan,midfielder,Manchester City,819b3158,27,2018,84,6,25.6,87.5,3,19.4,19,24,79.2,2.55,3,0,50.0,0,1,0,729
Aaron Cresswell,defender,West Ham,4f974391,29,2019,77,3,29.4,72.3,0,50.0,75,34,32.4,0.97,7,0,53.6,1,0,0,841
Aaron Ramsey,midfielder,Juventus,ef619b0b,28,2019,82,3,32.1,85.9,1,25.0,12,23,65.2,2.25,2,0,63.2,0,1,0,784
Abdou Diallo,defender,Paris S-G,fc62f087,23,2019,78,0,40.0,92.3,1,57.1,32,19,84.2,2.44,4,0,61.5,1,0,0,529
Abdoulaye Bamba,defender,Angers,7fecbcdb,29,2019,73,0,0.0,73.6,0,53.3,18,3,33.3,2.14,2,0,27.3,1,0,0,841
Abdoulaye DoucourГ©,midfielder,Watford,02b29014,26,2019,78,4,19.7,77.1,2,28.1,32,67,59.7,0.89,9,0,49.5,0,1,0,676
Abdoulaye TourГ©,midfielder,Nantes,ef7cd87a,25,2019,75,3,25.0,83.7,0,33.3,18,44,70.5,1.37,3,0,48.7,0,1,0,625
Achraf Hakimi,forward,Dortmund,e42d61c7,20,2019,83,5,52.6,83.5,10,42.2,27,120,60.8,2.0,5,0,40.5,0,0,1,400
Adam Lallana,midfielder,Liverpool,99813635,31,2019,77,1,20.0,84.2,1,28.6,3,5,40.0,2.67,1,0,22.2,0,1,0,961
Adam MaruЕЎiД‡,defender,Lazio,d4535821,26,2019,77,2,54.5,84.1,1,36.4,16,16,50.0,2.4,3,0,33.3,1,0,0,676
Adam Ounas,forward,Nice,ed90babd,22,2019,74,2,42.9,75.1,4,38.5,8,71,63.4,1.69,2,1,12.5,0,0,1,484
Adama Soumaoro,defender,Genoa,7b075c75,27,2019,76,1,100.0,92.4,0,33.3,32,0,0.0,1.38,2,0,74.1,1,0,0,729
Ademola Lookman,forward,RB Leipzig,7c104bb7,21,2019,74,0,10.0,73.8,0,100.0,0,18,44.4,1.27,0,0,0.0,0,0,1,441
Admir Mehmedi,midfielder,Wolfsburg,b500b384,28,2019,76,2,39.1,71.9,2,26.7,4,12,50.0,1.57,0,0,45.8,0,1,0,784
Adnan Januzaj,forward,Real Sociedad,4737cebe,24,2019,80,3,33.3,63.8,3,18.8,2,68,54.4,1.46,3,0,22.2,0,0,1,576
Adrien Tameze,midfielder,Nice,8da74c05,25,2019,73,1,20.0,84.8,0,25.0,1,11,72.7,1.25,1,0,22.2,0,1,0,625
Adrien Thomasson,midfielder,Strasbourg,c76b7567,25,2019,77,8,36.0,76.0,1,31.9,9,48,60.4,1.52,4,0,30.4,0,1,0,625
Ainsley Maitland-Niles,defender,Arsenal,e3a5814e,21,2019,76,0,25.0,82.0,2,51.2,38,34,55.9,1.7,6,1,58.6,1,0,0,441
Alberto Grassi,midfielder,Parma,6cc97b6a,24,2019,73,1,25.0,85.7,1,38.5,9,4,25.0,1.5,6,0,63.6,0,1,0,576
Albin Ekdal,midfielder,Sampdoria,f503ea63,30,2019,75,0,12.5,85.1,2,35.3,46,36,72.2,1.28,8,0,56.5,0,1,0,900
Alessandro Bastoni,defender,Inter,75b86fb3,20,2019,75,2,50.0,87.5,0,62.5,54,14,78.6,2.0,9,1,63.2,1,0,0,400
Alessandro Florenzi,midfielder,Roma,e288d4b3,28,2019,81,0,14.3,80.7,1,35.0,19,10,30.0,1.79,5,0,46.2,0,1,0,784
Alessandro SchГ¶pf,midfielder,Schalke 04,106bca06,25,2019,72,0,26.7,80.4,1,36.4,8,39,59.0,0.91,3,0,22.9,0,1,0,625
Alessio Romagnoli,defender,Milan,3ead85f9,24,2019,83,1,20.0,90.7,0,59.3,157,4,50.0,1.69,4,0,64.5,1,0,0,576
Alex Ferrari,defender,Sampdoria,d0dbca9f,25,2019,70,0,25.0,75.8,0,58.3,31,7,71.4,1.17,4,0,51.9,1,0,0,625
Alex Iwobi,midfielder,Everton,6ca5ec4b,23,2019,77,1,43.5,74.9,0,36.4,10,52,61.5,1.08,0,0,40.0,0,1,0,529
Alex Oxlade-Chamberlain,midfielder,Liverpool,38c7feef,25,2019,79,4,25.0,78.6,1,23.8,10,49,59.2,2.5,1,0,33.3,0,1,0,625
Alex Sandro,defender,Juventus,0d82903c,28,2019,85,1,25.0,85.1,3,36.4,46,56,66.1,2.03,4,0,56.4,1,0,0,784
Alexander Djiku,forward,Strasbourg,43e7a164,24,2019,77,1,35.0,85.6,1,72.4,82,17,70.6,1.52,6,0,69.0,0,0,1,576
Alexander Hack,defender,Mainz 05,a5ec3ede,25,2019,72,0,12.5,76.2,0,59.3,60,6,50.0,0.93,2,0,56.9,1,0,0,625
Alexandre Lacazette,forward,Arsenal,9dbb75ca,28,2019,83,10,50.0,75.0,4,37.5,15,47,51.1,1.3,8,0,31.3,0,0,1,784
Alexis SГЎnchez,forward,Inter,2c0f8e9e,30,2019,80,4,52.4,71.6,8,38.5,1,28,78.6,2.05,4,1,18.5,0,0,1,900
Alfred Duncan,midfielder,Sassuolo,528492ea,26,2019,74,1,18.8,79.1,5,37.5,13,22,54.5,1.08,3,0,53.8,0,1,0,676
Allan Saint-Maximin,midfielder,Newcastle Utd,2b16cb1a,22,2019,80,3,45.7,72.8,4,22.2,6,180,67.2,1.46,0,0,25.8,0,1,0,484
Almamy TourГ©,defender,Eint Frankfurt,c8c60119,23,2019,74,1,33.3,67.4,3,50.0,54,30,80.0,1.16,2,0,59.2,1,0,0,529
Amadou Diawara,midfielder,Roma,bf309d24,22,2019,75,1,33.3,88.6,1,26.7,16,11,100.0,1.95,4,0,43.8,0,1,0,484
Ambroise Oyongo,midfielder,Montpellier,e3e05edf,28,2019,74,0,0.0,73.2,0,57.1,35,38,42.1,1.57,3,0,50.0,0,1,0,784
Amine Harit,midfielder,Schalke 04,e7d59f4f,22,2019,77,6,39.3,82.6,4,24.0,2,91,65.9,1.36,3,0,22.2,0,1,0,484
Anastasios Donis,forward,Reims,0f26fd24,22,2019,72,0,43.8,54.1,0,11.1,3,33,63.6,1.33,1,0,25.0,0,0,1,484
Ander Herrera,forward,Paris S-G,436a9dd0,29,2019,79,1,33.3,91.9,1,35.7,4,3,66.7,2.38,0,0,66.7,0,0,1,841
Andrea Conti,defender,Milan,8fef5412,25,2019,77,0,0.0,82.8,2,42.9,42,11,63.6,1.78,8,0,46.2,1,0,0,625
Andrea Petagna,forward,SPAL,03f946ed,24,2019,76,12,25.2,72.6,1,17.6,27,77,70.1,0.56,5,0,46.5,0,0,1,576
Andrea Ranocchia,defender,Inter,539230cf,31,2019,74,0,0.0,87.1,0,62.5,18,2,100.0,2.43,3,0,72.5,1,0,0,961
Andreas Christensen,defender,Chelsea,1cb49278,23,2019,79,0,28.6,91.2,0,71.4,56,4,100.0,1.62,5,0,58.1,1,0,0,529
Andrei Girotto,defender,Nantes,3befc2b6,27,2019,76,1,22.7,84.5,0,54.9,111,4,50.0,1.44,6,1,57.0,1,0,0,729
Andrej KramariД‡,forward,Hoffenheim,603cb947,28,2019,82,12,51.2,80.1,2,14.3,4,35,65.7,1.58,3,0,32.1,0,0,1,784
Andrew Robertson,defender,Liverpool,2e4f5f03,25,2019,87,2,27.3,79.8,12,44.3,72,44,50.0,2.64,2,0,49.3,1,0,0,625
Andriy Yarmolenko,midfielder,West Ham,849c826a,29,2019,77,5,50.0,77.9,1,25.0,4,16,62.5,1.35,2,0,23.5,0,1,0,841
Andros Townsend,forward,Crystal Palace,b28bbd58,28,2019,77,1,41.7,69.3,1,40.5,10,53,71.7,1.04,0,0,26.7,0,0,1,784
AndrГ© Hahn,forward,Augsburg,cd82452e,28,2019,72,1,26.7,55.1,0,23.8,14,11,36.4,1.27,6,1,51.9,0,0,1,784
AndrГ©s Guardado,midfielder,Betis,ef322658,32,2019,78,0,33.3,83.0,3,36.6,22,26,69.2,1.32,9,0,30.2,0,1,0,1024
Andy Delort,forward,Montpellier,d33c706e,27,2019,79,9,34.1,57.2,3,25.9,10,65,43.1,1.54,5,0,51.4,0,0,1,729
Angelo Fulgini,midfielder,Angers,4b96c347,22,2019,74,1,45.7,77.8,1,52.2,10,77,64.9,1.35,3,1,43.2,0,1,0,484
Angelo Ogbonna,defender,West Ham,74b2cd7e,31,2019,77,2,30.8,75.7,0,56.3,134,5,100.0,1.23,4,0,63.4,1,0,0,961
Ante RebiД‡,forward,Milan,536cebe5,25,2019,79,11,47.6,60.2,3,20.6,12,46,52.2,1.77,5,0,42.5,0,0,1,625
Anthony Martial,forward,Manchester Utd,8b788c01,23,2019,84,17,48.1,79.3,6,6.3,17,97,51.5,1.81,1,0,21.2,0,0,1,529
Antoine Griezmann,forward,Barcelona,df69b544,28,2019,87,9,41.8,80.6,4,26.5,20,34,58.8,2.17,2,0,50.0,0,0,1,784
Antonio Candreva,defender,Inter,356c9002,32,2019,78,5,33.3,76.1,7,24.1,33,21,47.6,2.22,5,0,55.6,1,0,0,1024
Antonio RГјdiger,defender,Chelsea,18b896d6,26,2019,81,2,25.0,86.1,0,64.0,59,4,75.0,1.65,3,0,60.6,1,0,0,676
Antonio Sanabria,forward,Genoa,0a447501,23,2019,74,6,48.8,74.8,2,21.4,12,36,58.3,1.08,3,0,38.3,0,0,1,529
AntonГ­n BarГЎk,midfielder,Lecce,01efac19,24,2019,75,2,39.4,81.3,1,25.0,20,22,45.5,1.19,0,0,41.3,0,1,0,576
Arkadiusz Milik,forward,Napoli,85613cf0,25,2019,81,11,42.6,81.9,0,27.3,12,15,46.7,1.65,5,0,49.3,0,0,1,625
Armando Izzo,defender,Torino,89976232,27,2019,79,1,33.3,78.6,0,48.6,121,13,76.9,1.16,7,2,66.7,1,0,0,729
Arne Maier,midfielder,Hertha BSC,ab700320,20,2019,74,0,50.0,81.4,0,10.0,2,6,100.0,1.21,0,0,25.0,0,1,0,400
Arthur Masuaku,defender,West Ham,57df7a11,25,2019,77,0,40.0,78.2,1,59.0,23,44,61.4,1.18,6,1,46.2,1,0,0,625
Ashley Barnes,forward,Burnley,2691c772,29,2019,77,6,28.2,53.3,0,33.3,9,14,42.9,1.26,4,0,40.6,0,0,1,841
Ashley Westwood,midfielder,Burnley,495945ef,29,2019,78,2,23.1,74.3,6,35.4,32,20,40.0,1.54,9,0,37.5,0,1,0,841
Ashley Young,defender,Inter,be927d03,34,2019,77,4,60.0,78.3,4,31.6,24,20,70.0,1.94,1,0,57.1,1,0,0,1156
Aymen Barkok,forward,DГјsseldorf,a2a85828,21,2019,69,0,0.0,58.6,0,0.0,1,1,0.0,0.0,0,0,50.0,0,0,1,441
Aymeric Laporte,defender,Manchester City,119b9a8e,25,2019,87,1,50.0,92.5,0,44.4,26,3,66.7,2.47,1,0,64.9,1,0,0,625
AГЇssa Mandi,defender,Betis,fbd6378b,27,2019,79,0,27.3,89.5,0,64.3,93,6,83.3,1.21,9,0,58.4,1,0,0,729
Baptiste Santamaria,midfielder,Angers,5e22e2a4,24,2019,79,1,31.4,80.7,1,44.3,36,42,73.8,1.39,1,0,57.6,0,1,0,576
Bartosz BereszyЕ„ski,defender,Sampdoria,61b3978f,27,2019,72,0,6.3,76.9,0,50.0,88,27,55.6,1.11,10,0,55.6,1,0,0,729
Ben Chilwell,defender,Leicester City,d2424d1b,22,2019,81,3,37.5,76.4,3,44.2,68,50,38.0,1.67,3,0,59.1,1,0,0,484
Ben Davies,defender,Tottenham,44781702,26,2019,80,0,14.3,74.9,0,33.3,47,18,50.0,1.61,6,0,68.2,1,0,0,676
Ben Mee,defender,Burnley,8df7a2fb,29,2019,79,1,35.3,71.2,1,58.6,165,7,85.7,1.41,7,0,59.9,1,0,0,841
Benjamin AndrГ©,midfielder,Lille,ef9c1c95,28,2019,80,2,21.4,78.1,1,39.2,40,25,64.0,1.88,6,0,62.5,0,1,0,784
Benjamin Bourigeaud,midfielder,Rennes,20e73fac,25,2019,78,2,23.8,74.5,2,25.0,25,16,81.3,1.84,5,0,33.3,0,1,0,625
Benjamin Henrichs,forward,Monaco,0a89e877,22,2019,76,0,10.0,80.0,0,42.4,18,14,57.1,1.31,3,0,50.0,0,0,1,484
Benjamin Pavard,defender,Bayern Munich,45a03961,23,2019,81,4,30.4,87.1,4,57.1,60,26,50.0,2.47,5,0,66.7,1,0,0,529
Berat Djimsiti,defender,Atalanta,6eee05f1,26,2019,76,2,23.8,86.1,1,56.4,92,11,72.7,2.0,5,0,69.8,1,0,0,676
Bernardo Silva,forward,Manchester City,3eb22ec9,24,2019,87,6,28.8,87.1,7,29.5,13,55,72.7,2.03,5,0,37.8,0,0,1,576
Bertrand TraorГ©,forward,Lyon,c47541e0,23,2019,76,1,30.6,74.1,3,42.1,16,62,53.2,1.35,6,0,44.1,0,0,1,529
Borja Mayoral,forward,Levante,64e8ed6d,22,2019,76,8,42.6,77.4,2,15.4,6,47,57.4,1.15,2,0,36.7,0,0,1,484
Boubacar Kamara,forward,Marseille,cc77354e,19,2019,79,1,20.0,85.7,2,47.4,53,24,58.3,2.21,7,1,55.2,0,0,1,361
Bouna Sarr,midfielder,Marseille,1a4b9094,27,2019,77,1,14.3,80.5,3,56.6,38,86,57.0,2.04,3,0,52.6,0,1,0,729
Brais MГ©ndez,midfielder,Celta Vigo,c9e39d91,22,2019,75,0,32.0,73.2,2,30.8,23,41,53.7,0.97,4,0,41.0,0,1,0,484
Bram Nuytinck,defender,Udinese,e33f36d5,29,2019,72,0,0.0,84.3,0,63.0,96,5,60.0,1.23,2,0,47.3,1,0,0,841
Breel Embolo,forward,M'Gladbach,0b4f388a,22,2019,78,8,40.0,75.0,5,26.7,5,76,53.9,1.86,4,0,33.9,0,0,1,484
Bryan Cristante,midfielder,Roma,16657b95,24,2019,78,1,31.0,84.5,3,29.6,23,14,78.6,1.73,7,1,43.2,0,1,0,576
Callum Hudson-Odoi,forward,Chelsea,15f3ec41,18,2019,74,1,19.0,78.2,5,14.3,4,48,56.3,1.77,1,0,15.4,0,0,1,324
Callum Wilson,forward,Bournemouth,c596fcb0,27,2019,78,8,38.2,61.6,1,11.8,16,45,53.3,0.89,10,0,31.1,0,0,1,729
Calum Chambers,defender,Arsenal,dc6f5bdd,24,2019,75,1,16.7,80.0,1,68.8,43,17,64.7,1.29,5,0,54.5,1,0,0,576
Casemiro,midfielder,Real Madrid,4d224fe8,27,2019,89,4,26.7,83.2,3,39.4,72,33,87.9,2.34,12,0,61.7,0,1,0,729
Cengiz Гњnder,forward,Roma,1880614f,22,2019,78,3,33.3,70.8,0,22.2,7,42,76.2,1.67,2,0,62.5,0,0,1,484
Cenk Tosun,forward,Everton,9a104dee,28,2019,75,1,27.3,65.0,0,0.0,1,1,100.0,1.0,0,0,23.1,0,0,1,784
Cesc FГ bregas,midfielder,Monaco,33508c78,32,2019,75,0,20.0,82.0,3,20.7,3,5,80.0,1.56,1,1,75.0,0,1,0,1024
Charles ArГЎnguiz,midfielder,Leverkusen,56413b1f,30,2019,83,1,12.5,85.1,3,36.5,21,24,58.3,1.85,2,0,38.9,0,1,0,900
Charlie Taylor,defender,Burnley,cc2d7ad5,25,2019,77,0,0.0,69.5,1,48.7,78,40,47.5,1.63,3,0,62.5,1,0,0,625
Cheikhou KouyatГ©,forward,Crystal Palace,8d3c902d,29,2019,77,1,16.7,72.6,1,54.2,58,31,54.8,1.2,4,0,56.3,0,0,1,841
Chris Smalling,defender,Roma,b6964eb6,29,2019,79,3,26.3,90.3,2,76.9,126,9,77.8,1.67,3,0,72.9,1,0,0,841
Chris Wood,forward,Burnley,4e9a0555,27,2019,78,14,43.8,61.2,1,33.3,18,14,42.9,1.41,1,0,39.0,0,0,1,729
Christian Benteke,forward,Crystal Palace,ab070c55,28,2019,72,2,46.3,53.8,1,0.0,28,23,82.6,1.21,4,1,56.5,0,0,1,784
Christian Eriksen,midfielder,Tottenham,980522ec,27,2019,85,2,34.6,74.0,2,29.2,16,2,0.0,1.3,5,0,37.5,0,1,0,729
Christian GГјnter,defender,Freiburg,8593f88c,26,2019,78,2,25.0,69.1,8,34.3,40,45,33.3,1.41,2,0,23.8,1,0,0,676
Christian Pulisic,forward,Chelsea,1bf33a9a,20,2019,81,9,39.7,76.3,4,29.2,11,108,50.9,1.68,0,0,30.8,0,0,1,400
Christoph Kramer,midfielder,M'Gladbach,496aeede,28,2019,78,0,0.0,84.5,0,38.8,19,20,70.0,2.05,4,0,67.6,0,1,0,784
Christophe HГ©relle,defender,Nice,3681cfff,26,2019,75,3,50.0,88.7,0,42.9,26,8,37.5,1.53,3,1,44.1,1,0,0,676
Christopher Nkunku,midfielder,RB Leipzig,7c56da38,21,2019,80,5,46.2,78.6,13,27.3,8,90,61.1,1.88,2,0,37.9,0,1,0,441
Ciaran Clark,defender,Newcastle Utd,2b91cf8e,29,2019,76,2,66.7,77.2,0,60.0,82,7,85.7,1.64,3,0,43.9,1,0,0,841
Ciro Immobile,forward,Lazio,4431aed2,29,2019,87,36,44.1,75.3,9,0.0,7,55,41.8,2.11,8,0,27.5,0,0,1,841
ClГ©ment Lenglet,defender,Barcelona,4f28a6ff,24,2019,85,2,30.0,92.2,1,50.0,79,10,50.0,2.14,11,2,60.8,1,0,0,576
Corentin Jean,defender,Toulouse,7d9b37bf,24,2019,71,0,0.0,42.9,0,0.0,1,1,100.0,0.0,0,0,0.0,1,0,0,576
Corentin Tolisso,midfielder,Bayern Munich,652d4c37,24,2019,80,1,20.0,88.8,2,11.1,2,11,63.6,2.23,0,0,61.5,0,1,0,576
Cristiano Biraghi,defender,Inter,9e1577aa,26,2019,75,2,55.6,70.2,6,41.7,41,22,45.5,2.27,3,0,22.2,1,0,0,676
Damien Da Silva,defender,Rennes,1ec7e1c5,31,2019,77,1,40.0,84.7,2,52.6,143,8,75.0,1.92,3,0,66.4,1,0,0,961
DamiГЎn SuГЎrez,defender,Getafe,ba5004e1,31,2019,80,1,23.8,63.7,4,52.8,41,39,61.5,1.53,15,0,41.2,1,0,0,961
Daniel Caligiuri,midfielder,Schalke 04,d1273f09,31,2019,77,2,25.6,62.5,2,36.5,39,77,54.5,1.29,5,0,56.3,0,1,0,961
Daniel Ginczek,forward,Wolfsburg,e5f63987,28,2019,76,3,25.0,65.5,1,9.1,3,12,50.0,1.39,2,0,44.4,0,0,1,784
Daniel Wass,forward,Valencia,d83bbc54,30,2019,80,1,25.0,78.4,6,43.9,91,18,50.0,1.43,7,0,59.5,0,0,1,900
Daniele Baselli,midfielder,Torino,ea06dd97,27,2019,77,0,42.9,79.7,2,32.5,25,16,62.5,1.13,3,0,42.9,0,1,0,729
Daniele Rugani,defender,Juventus,14b8fcdf,25,2019,80,0,33.3,86.9,0,80.0,18,0,0.0,1.6,2,0,64.0,1,0,0,625
Danilo,defender,Juventus,94b2001f,28,2019,75,2,28.6,85.9,0,60.0,44,19,78.9,2.09,4,1,56.3,1,0,0,784
Danilo Cataldi,midfielder,Lazio,ba3d3bea,24,2019,73,1,11.1,82.8,0,50.0,10,2,100.0,2.1,3,0,57.1,0,1,0,576
Danilo D'Ambrosio,defender,Inter,44eb9093,30,2019,77,4,57.1,83.6,0,48.5,25,13,69.2,2.36,6,0,56.8,1,0,0,900
Danny Ings,forward,Southampton,07802f7f,27,2019,80,22,38.5,60.3,2,19.4,30,97,49.5,1.37,3,0,28.3,0,0,1,729
Danny Welbeck,forward,Watford,ce5143da,28,2019,74,2,40.9,74.4,0,27.3,7,20,45.0,0.56,0,0,52.8,0,0,1,784
Danny da Costa,midfielder,Eint Frankfurt,5ddb8f9f,26,2019,78,1,23.5,65.6,4,37.5,26,40,57.5,1.63,0,0,44.6,0,1,0,676
Dante,defender,Nice,fd2bc67d,35,2019,76,1,33.3,91.0,0,68.0,79,9,88.9,1.48,7,0,64.6,1,0,0,1225
Darko LazoviД‡,defender,Hellas Verona,5128bde4,28,2019,76,3,47.2,73.8,7,51.9,53,84,44.0,1.29,4,0,45.5,1,0,0,784
David Alaba,defender,Bayern Munich,05439de2,27,2019,84,1,36.8,89.9,1,64.0,40,9,77.8,2.46,0,0,42.0,1,0,0,729
David Silva,midfielder,Manchester City,e2716bd0,33,2019,86,6,38.3,87.2,10,35.7,5,44,75.0,2.22,0,0,28.0,0,1,0,1089
Davide Biraschi,defender,Genoa,64cd167d,25,2019,72,0,28.6,74.6,1,57.7,69,53,69.8,0.96,3,1,67.3,1,0,0,625
Davide Calabria,defender,Milan,2146785a,22,2019,76,1,15.4,80.3,1,41.5,47,23,43.5,1.76,4,2,52.4,1,0,0,484
Davide Zappacosta,defender,Roma,7fe90ccd,27,2019,78,0,0.0,80.6,1,50.0,8,18,16.7,1.78,0,0,0.0,1,0,0,729
Davie Selke,forward,Hertha BSC,1238a3f9,24,2019,73,1,15.8,58.7,1,57.1,11,12,41.7,1.16,3,0,52.9,0,0,1,576
Davinson SГЎnchez,defender,Tottenham,da7b447d,23,2019,81,0,42.9,85.7,0,50.0,128,10,80.0,1.55,6,0,54.1,1,0,0,529
Dayot Upamecano,defender,RB Leipzig,d248cd8f,20,2019,79,0,30.8,89.0,1,53.5,88,38,76.3,1.86,8,1,63.5,1,0,0,400
Declan Rice,midfielder,West Ham,1c7012b8,20,2019,79,1,29.0,85.2,3,48.0,55,65,75.4,1.03,6,0,60.0,0,1,0,400
