Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Sergej MilinkoviД‡-SaviД‡,midfielder,Lazio,4e6dbac4,23,2018,85,6.4,33,71,0,61,64,53.1,20,0.58,0,54.5,0,1,0,529
Sergio Busquets,midfielder,Barcelona,5ab0ea87,30,2018,89,0.4,23,144,1,85,15,60.0,29,0.96,0,48.5,0,1,0,900
Sergio CГіrdova,forward,Augsburg,229cd98a,20,2018,70,1.0,6,12,0,5,16,62.5,16,-1.14,0,34.9,0,0,1,400
Sergio Ramos,defender,Real Madrid,08511d65,32,2018,89,7.1,5,78,2,171,5,60.0,0,0.5,0,65.6,1,0,0,1024
Shane Long,forward,Southampton,9f472354,31,2018,74,4.6,6,22,0,19,12,33.3,26,-0.22,0,41.9,0,0,1,961
Simon KjГ¦r,defender,Sevilla,8b8a56ce,29,2018,82,0.9,5,56,0,186,0,0.0,4,0.25,0,67.3,1,0,0,841
Simone Verdi,midfielder,Napoli,0375723e,26,2018,80,2.7,16,20,0,5,22,54.5,17,0.47,0,28.6,0,1,0,676
Sofiane Boufal,midfielder,Celta Vigo,b0c71810,24,2018,77,3.4,20,45,0,8,224,64.3,24,-0.39,0,47.2,0,1,0,576
Solly March,forward,Brighton,bb5fbd2b,24,2018,75,2.5,67,83,0,42,84,58.3,24,-0.51,0,21.8,0,0,1,576
Stanislav Lobotka,midfielder,Celta Vigo,e1cbb531,23,2018,79,0.9,14,56,1,28,43,72.1,31,-0.4,0,32.1,0,1,0,529
Stefan Ilsanker,forward,RB Leipzig,8494acc4,29,2018,74,0.5,2,44,1,47,2,100.0,10,0.49,0,62.5,0,0,1,841
Stefan Posch,defender,Hoffenheim,7f609bfc,21,2018,72,0.3,11,66,0,92,1,100.0,26,0.95,0,58.0,1,0,0,441
Stefan SaviД‡,defender,AtlГ©tico Madrid,f6ac68c1,27,2018,82,0.7,4,33,0,81,1,100.0,15,0.2,0,59.3,1,0,0,729
Stefan de Vrij,defender,Inter,d0d8dd44,26,2018,84,1.6,5,50,1,165,4,100.0,0,0.89,1,54.3,1,0,0,676
Stefano Okaka,forward,Udinese,601ef102,28,2018,75,2.6,11,13,1,22,34,76.5,19,-0.47,0,53.7,0,0,1,784
Stefano Sensi,midfielder,Sassuolo,b70bde8f,22,2018,77,1.9,8,69,0,30,35,54.3,24,-0.29,0,42.3,0,1,0,484
Stevan JovetiД‡,midfielder,Monaco,f36c432f,28,2018,78,2.2,4,3,0,3,5,20.0,20,1.26,0,35.7,0,1,0,784
StГ©phane Bahoken,forward,Angers,5046b7d4,26,2018,74,9.5,26,23,0,4,17,35.3,33,0.01,0,32.8,0,0,1,676
Suat Serdar,midfielder,Schalke 04,b3325a30,21,2018,75,3.0,10,74,1,10,58,63.8,32,0.1,0,50.0,0,1,0,441
SГ©amus Coleman,defender,Everton,0420d84f,29,2018,79,1.6,49,70,0,94,44,47.7,0,0.1,1,58.7,1,0,0,841
Tanguy Ndombele,midfielder,Lyon,5cdddffa,21,2018,81,1.9,24,96,3,29,88,72.7,27,0.8,0,60.0,0,1,0,441
Theo HernГЎndez,defender,Real Sociedad,d4c9725f,20,2018,76,1.4,34,87,3,60,83,50.6,15,-0.04,0,57.9,1,0,0,400
Theo Walcott,forward,Everton,1ecb65be,29,2018,77,5.7,27,49,0,13,59,52.5,17,-0.06,0,23.7,0,0,1,841
Thiago Mendes,midfielder,Lille,c6e5d20f,26,2018,81,1.5,21,153,0,89,43,65.1,0,0.55,0,40.0,0,1,0,676
Thiago Silva,defender,Paris S-G,86e7deaf,33,2018,87,1.0,7,48,1,201,2,100.0,18,1.62,0,68.6,1,0,0,1089
Thilo Kehrer,defender,Paris S-G,51dbeea9,21,2018,79,2.2,9,95,1,123,4,100.0,31,1.35,0,59.8,1,0,0,441
Thomas Delaney,midfielder,Dortmund,fe641c1a,26,2018,82,2.4,27,127,0,70,15,66.7,13,0.55,0,55.6,0,1,0,676
Thomas Lemar,midfielder,AtlГ©tico Madrid,4dbd0916,22,2018,83,3.0,23,60,1,8,79,60.8,30,0.2,0,24.2,0,1,0,484
Thomas Mangani,midfielder,Angers,c801616a,31,2018,76,3.9,23,65,0,28,11,72.7,18,0.26,0,28.6,0,1,0,961
Thomas Meunier,defender,Paris S-G,e162b013,26,2018,82,2.5,10,63,0,39,16,50.0,31,1.54,1,65.4,1,0,0,676
Thomas Monconduit,midfielder,Amiens,84d94b91,27,2018,76,0.6,25,112,1,111,54,63.0,42,-0.37,0,57.1,0,1,0,729
Thomas MГјller,midfielder,Bayern Munich,3c6089ab,28,2018,86,9.3,50,51,0,17,35,65.7,29,1.82,0,44.4,0,1,0,784
Thomas Partey,midfielder,AtlГ©tico Madrid,529f49ab,25,2018,82,1.5,14,115,2,38,42,85.7,27,0.08,0,55.7,0,1,0,625
Thorgan Hazard,forward,M'Gladbach,50871bcc,25,2018,82,9.8,38,77,0,24,120,59.2,0,-0.06,0,22.3,0,0,1,625
Timo Werner,forward,RB Leipzig,49fe9070,22,2018,86,17.5,41,21,0,4,81,35.8,45,0.75,0,20.9,0,0,1,484
Timothy Castagne,defender,Atalanta,197640fd,22,2018,76,2.8,28,89,0,57,39,51.3,23,0.75,0,50.0,1,0,0,484
Timothy Fosu-Mensah,defender,Fulham,a9142dc3,20,2018,73,0.1,10,30,1,39,12,66.7,31,-0.93,1,35.0,1,0,0,400
Timothy Weah,forward,Paris S-G,8eec784d,18,2018,69,1.0,2,0,0,0,0,0.0,9,0.11,0,100.0,0,0,1,324
Tobias Strobl,forward,M'Gladbach,17780d2b,28,2018,77,0.9,10,60,1,80,7,71.4,17,0.11,0,50.0,0,0,1,784
Tom Davies,midfielder,Everton,9228b07c,20,2018,75,0.3,9,43,1,11,17,76.5,16,-0.31,0,32.0,0,1,0,400
TomГЎs RincГіn,midfielder,Torino,f1cfc209,30,2018,77,1.2,19,117,1,65,44,59.1,11,-0.15,0,61.5,0,1,0,900
Toni Kroos,midfielder,Real Madrid,6ce1f46f,28,2018,88,1.4,16,65,1,34,17,82.4,13,0.44,0,58.8,0,1,0,784
Tony Jantschke,defender,M'Gladbach,34b54da7,28,2018,76,0.2,4,42,1,65,3,66.7,30,0.21,0,55.8,1,0,0,784
Trent Alexander-Arnold,defender,Liverpool,cd1acf9d,19,2018,83,1.6,51,96,0,70,27,51.9,40,1.38,0,28.1,1,0,0,361
Tristan DingomГ©,midfielder,Reims,92b56413,27,2018,73,0.4,10,38,0,8,23,39.1,18,-0.18,0,30.4,0,1,0,729
Tyrone Mings,defender,Bournemouth,8397a50c,25,2018,74,0.0,2,10,0,13,2,100.0,5,-1.77,0,50.0,1,0,0,625
Valentin Rongier,midfielder,Nantes,ed45c4a5,23,2018,80,6.0,33,119,0,31,56,66.1,0,0.12,0,43.2,0,1,0,529
Victor LindelГ¶f,defender,Manchester Utd,f5deef4c,24,2018,81,0.7,14,64,3,179,8,100.0,32,0.25,1,63.0,1,0,0,576
Vincent Manceau,defender,Angers,c26a3918,29,2018,73,0.8,30,142,0,112,22,59.1,0,0.05,1,47.4,1,0,0,841
Vincent Pajot,midfielder,Angers,f86ca403,27,2018,73,0.6,3,26,0,7,3,33.3,27,0.19,0,59.6,0,1,0,729
Vincenzo Grifo,midfielder,Freiburg,54e4866f,25,2018,78,3.6,10,28,0,16,42,71.4,0,-0.74,0,23.1,0,1,0,625
Virgil van Dijk,defender,Liverpool,e06683ca,27,2018,90,3.1,8,78,1,240,12,75.0,0,1.19,0,73.8,1,0,0,729
VladimГ­r Darida,midfielder,Hertha BSC,3eb0f2df,27,2018,76,1.0,8,16,0,7,7,57.1,18,-0.47,0,20.0,0,1,0,729
Wahbi Khazri,forward,Saint-Г‰tienne,2677a1de,27,2018,79,12.4,38,52,0,5,80,57.5,0,0.1,0,21.3,0,0,1,729
Walace,midfielder,Hannover 96,26db8853,23,2018,74,0.8,20,97,1,70,39,64.1,22,-1.01,0,58.7,0,1,0,529
Weston McKennie,midfielder,Schalke 04,01c3aff5,19,2018,76,3.0,15,64,1,62,26,61.5,21,0.12,0,62.0,0,1,0,361
Wilfred Ndidi,midfielder,Leicester City,6b47c5db,21,2018,84,3.7,36,225,2,123,50,70.0,58,0.19,0,54.5,0,1,0,441
Wilfried Zaha,forward,Crystal Palace,b2bc3b1f,25,2018,83,5.7,50,49,0,5,225,50.7,0,-0.05,0,20.9,0,0,1,625
Willi Orban,defender,RB Leipzig,20030c06,25,2018,81,4.5,8,85,0,135,4,75.0,9,0.92,0,61.0,1,0,0,625
Wissam Ben Yedder,forward,Sevilla,942b4f90,27,2018,83,18.0,24,29,0,4,81,56.8,36,0.73,0,29.3,0,0,1,729
Xherdan Shaqiri,forward,Liverpool,6421ec64,26,2018,82,3.9,16,20,0,7,16,37.5,17,1.23,0,33.3,0,0,1,676
Yacine Adli,midfielder,Bordeaux,26777636,18,2018,66,0.0,3,9,0,0,15,60.0,15,-0.4,0,66.7,0,1,0,324
Yannick Gerhardt,midfielder,Wolfsburg,62ab9184,24,2018,77,3.5,40,82,0,39,24,37.5,23,0.02,0,36.8,0,1,0,576
Yerry Mina,defender,Everton,6d5701f2,23,2018,78,0.3,1,22,3,77,0,0.0,5,-0.11,0,59.4,1,0,0,529
Youri Tielemans,midfielder,Monaco,56f7a928,21,2018,80,2.6,18,63,0,32,35,51.4,0,-0.16,0,61.4,0,1,0,441
Youssef En-Nesyri,forward,LeganГ©s,04e17fd5,21,2018,76,7.1,26,22,0,28,63,42.9,21,-0.06,1,57.3,0,0,1,441
Youssouf Sabaly,defender,Bordeaux,fbbb9269,25,2018,75,0.6,36,72,0,63,45,44.4,34,-0.35,0,37.5,1,0,0,625
Yussuf Poulsen,forward,RB Leipzig,d2416c2e,24,2018,81,12.0,29,27,0,31,58,41.4,20,0.72,0,49.5,0,0,1,576
Yves Bissouma,midfielder,Brighton,6c203af0,21,2018,75,1.8,12,95,2,45,71,66.2,26,-0.7,0,46.6,0,1,0,441
Zaydou Youssouf,midfielder,Bordeaux,e2f9bb5f,19,2018,69,0.3,4,12,0,1,9,77.8,10,-0.63,0,33.3,0,1,0,361
ГЃdГЎm Szalai,forward,Hoffenheim,53e07d0b,30,2018,76,9.6,15,23,0,9,23,43.5,28,0.83,0,46.9,0,0,1,900
ГЃngel Correa,midfielder,AtlГ©tico Madrid,01eb744d,23,2018,82,2.2,34,55,0,25,101,62.4,28,0.09,0,28.6,0,1,0,529
ГЃngel Di MarГ­a,forward,Paris S-G,19cda00b,30,2018,86,8.7,34,45,0,16,84,48.8,20,1.16,0,0.0,0,0,1,900
Г‡aДџlar SГ¶yГјncГј,defender,Leicester City,21166ff4,22,2018,79,0.1,2,12,3,30,3,66.7,11,0.76,0,72.7,1,0,0,484
Г“scar Duarte,forward,Espanyol,aa0ac32d,29,2018,76,0.1,1,25,0,45,0,0.0,13,-0.44,1,69.7,0,0,1,841
Д°lkay GГјndoДџan,midfielder,Manchester City,819b3158,27,2018,84,4.1,14,47,1,38,24,79.2,17,1.5,0,50.0,0,1,0,729
Aaron Cresswell,defender,West Ham,4f974391,29,2019,77,1.4,53,78,2,100,34,32.4,0,-0.36,0,53.6,1,0,0,841
Aaron Ramsey,midfielder,Juventus,ef619b0b,28,2019,82,2.5,10,31,0,15,23,65.2,24,0.97,0,63.2,0,1,0,784
Abdou Diallo,defender,Paris S-G,fc62f087,23,2019,78,1.2,6,30,0,77,19,84.2,42,1.59,0,61.5,1,0,0,529
Abdoulaye Bamba,defender,Angers,7fecbcdb,29,2019,73,0.0,5,14,0,8,3,33.3,13,0.08,0,27.3,1,0,0,841
Abdoulaye DoucourГ©,midfielder,Watford,02b29014,26,2019,78,5.2,47,95,0,68,67,59.7,45,-0.19,1,49.5,0,1,0,676
Abdoulaye TourГ©,midfielder,Nantes,ef7cd87a,25,2019,75,3.1,20,61,1,43,44,70.5,29,0.1,0,48.7,0,1,0,625
Achraf Hakimi,forward,Dortmund,e42d61c7,20,2019,83,4.9,64,90,2,51,120,60.8,36,0.56,0,40.5,0,0,1,400
Adam Lallana,midfielder,Liverpool,99813635,31,2019,77,0.8,5,24,0,7,5,40.0,14,0.86,0,22.2,0,1,0,961
Adam MaruЕЎiД‡,defender,Lazio,d4535821,26,2019,77,1.9,9,25,0,26,16,50.0,25,0.33,0,33.3,1,0,0,676
Adam Ounas,forward,Nice,ed90babd,22,2019,74,2.0,10,21,1,4,71,63.4,30,-0.19,0,12.5,0,0,1,484
Adama Soumaoro,defender,Genoa,7b075c75,27,2019,76,0.4,0,14,0,66,0,0.0,45,0.22,0,74.1,1,0,0,729
Ademola Lookman,forward,RB Leipzig,7c104bb7,21,2019,74,1.3,6,7,1,0,18,44.4,22,0.36,0,0.0,0,0,1,441
Admir Mehmedi,midfielder,Wolfsburg,b500b384,28,2019,76,1.6,16,19,0,6,12,50.0,24,0.25,0,45.8,0,1,0,784
Adnan Januzaj,forward,Real Sociedad,4737cebe,24,2019,80,1.9,20,15,0,6,68,54.4,20,0.29,0,22.2,0,0,1,576
Adrien Tameze,midfielder,Nice,8da74c05,25,2019,73,0.8,3,13,1,14,11,72.7,18,-0.16,0,22.2,0,1,0,625
Adrien Thomasson,midfielder,Strasbourg,c76b7567,25,2019,77,5.6,32,45,0,10,48,60.4,18,0.13,0,30.4,0,1,0,625
Ainsley Maitland-Niles,defender,Arsenal,e3a5814e,21,2019,76,0.4,11,69,0,71,34,55.9,17,-0.22,0,58.6,1,0,0,441
Alberto Grassi,midfielder,Parma,6cc97b6a,24,2019,73,0.3,4,29,1,18,4,25.0,21,-0.5,0,63.6,0,1,0,576
Albin Ekdal,midfielder,Sampdoria,f503ea63,30,2019,75,1.5,12,84,1,87,36,72.2,24,0.07,0,56.5,0,1,0,900
Alessandro Bastoni,defender,Inter,75b86fb3,20,2019,75,1.3,17,58,0,168,14,78.6,25,0.89,0,63.2,1,0,0,400
Alessandro Florenzi,midfielder,Roma,e288d4b3,28,2019,81,0.5,16,30,0,39,10,30.0,8,0.47,0,46.2,0,1,0,784
Alessandro SchГ¶pf,midfielder,Schalke 04,106bca06,25,2019,72,1.1,19,55,0,16,39,59.0,14,-0.42,0,22.9,0,1,0,625
Alessio Romagnoli,defender,Milan,3ead85f9,24,2019,83,1.6,7,102,1,272,4,50.0,0,0.45,0,64.5,1,0,0,576
Alex Ferrari,defender,Sampdoria,d0dbca9f,25,2019,70,0.9,5,30,0,55,7,71.4,37,0.56,0,51.9,1,0,0,625
Alex Iwobi,midfielder,Everton,6ca5ec4b,23,2019,77,2.5,19,39,1,16,52,61.5,37,-0.14,0,40.0,0,1,0,529
Alex Oxlade-Chamberlain,midfielder,Liverpool,38c7feef,25,2019,79,2.8,14,40,0,15,49,59.2,23,0.62,1,33.3,0,1,0,625
Alex Sandro,defender,Juventus,0d82903c,28,2019,85,0.8,23,91,3,86,56,66.1,24,0.73,0,56.4,1,0,0,784
Alexander Djiku,forward,Strasbourg,43e7a164,24,2019,77,2.6,6,101,4,111,17,70.6,19,0.14,0,69.0,0,0,1,576
Alexander Hack,defender,Mainz 05,a5ec3ede,25,2019,72,0.5,9,49,1,94,6,50.0,10,-0.74,0,56.9,1,0,0,625
Alexandre Lacazette,forward,Arsenal,9dbb75ca,28,2019,83,8.1,15,38,0,21,47,51.1,16,-0.11,0,31.3,0,0,1,784
Alexis SГЎnchez,forward,Inter,2c0f8e9e,30,2019,80,4.3,11,12,0,2,28,78.6,15,1.21,0,18.5,0,0,1,900
Alfred Duncan,midfielder,Sassuolo,528492ea,26,2019,74,1.1,10,28,0,27,22,54.5,15,-0.56,0,53.8,0,1,0,676
Allan Saint-Maximin,midfielder,Newcastle Utd,2b16cb1a,22,2019,80,3.3,15,22,0,12,180,67.2,18,-0.6,0,25.8,0,1,0,484
Almamy TourГ©,defender,Eint Frankfurt,c8c60119,23,2019,74,1.9,21,55,1,69,30,80.0,4,0.05,0,59.2,1,0,0,529
Amadou Diawara,midfielder,Roma,bf309d24,22,2019,75,1.0,4,73,2,34,11,100.0,11,0.72,0,43.8,0,1,0,484
Ambroise Oyongo,midfielder,Montpellier,e3e05edf,28,2019,74,0.4,34,42,0,51,38,42.1,0,-0.05,0,50.0,0,1,0,784
Amine Harit,midfielder,Schalke 04,e7d59f4f,22,2019,77,3.3,19,23,1,6,91,65.9,15,-0.38,0,22.2,0,1,0,484
Anastasios Donis,forward,Reims,0f26fd24,22,2019,72,1.4,8,4,0,4,33,63.6,23,0.33,0,25.0,0,0,1,484
Ander Herrera,forward,Paris S-G,436a9dd0,29,2019,79,0.3,5,25,0,13,3,66.7,18,1.79,0,66.7,0,0,1,841
Andrea Conti,defender,Milan,8fef5412,25,2019,77,0.0,11,84,1,71,11,63.6,14,0.23,0,46.2,1,0,0,625
Andrea Petagna,forward,SPAL,03f946ed,24,2019,76,13.4,27,10,0,37,77,70.1,29,-0.7,0,46.5,0,0,1,576
Andrea Ranocchia,defender,Inter,539230cf,31,2019,74,0.5,0,25,0,41,2,100.0,57,1.5,0,72.5,1,0,0,961
Andreas Christensen,defender,Chelsea,1cb49278,23,2019,79,0.5,3,67,0,137,4,100.0,0,0.75,0,58.1,1,0,0,529
Andrei Girotto,defender,Nantes,3befc2b6,27,2019,76,1.3,11,110,1,152,4,50.0,0,0.04,0,57.0,1,0,0,729
Andrej KramariД‡,forward,Hoffenheim,603cb947,28,2019,82,9.6,10,5,0,12,35,65.7,40,-0.02,0,32.1,0,0,1,784
Andrew Robertson,defender,Liverpool,2e4f5f03,25,2019,87,1.8,49,92,1,89,44,50.0,39,0.91,0,49.3,1,0,0,625
Andriy Yarmolenko,midfielder,West Ham,849c826a,29,2019,77,2.4,11,19,0,9,16,62.5,23,-0.29,0,23.5,0,1,0,841
Andros Townsend,forward,Crystal Palace,b28bbd58,28,2019,77,0.4,20,49,1,16,53,71.7,16,-0.75,0,26.7,0,0,1,784
AndrГ© Hahn,forward,Augsburg,cd82452e,28,2019,72,2.6,12,28,0,15,11,36.4,22,-0.29,0,51.9,0,0,1,784
AndrГ©s Guardado,midfielder,Betis,ef322658,32,2019,78,1.0,14,48,1,35,26,69.2,29,0.14,0,30.2,0,1,0,1024
Andy Delort,forward,Montpellier,d33c706e,27,2019,79,11.4,21,31,0,16,65,43.1,0,0.09,0,51.4,0,0,1,729
Angelo Fulgini,midfielder,Angers,4b96c347,22,2019,74,3.1,23,47,0,10,77,64.9,29,-0.08,0,43.2,0,1,0,484
Angelo Ogbonna,defender,West Ham,74b2cd7e,31,2019,77,1.8,6,65,1,211,5,100.0,0,-0.33,1,63.4,1,0,0,961
Ante RebiД‡,forward,Milan,536cebe5,25,2019,79,6.8,18,19,0,16,46,52.2,27,0.59,0,42.5,0,0,1,625
Anthony Martial,forward,Manchester Utd,8b788c01,23,2019,84,12.1,26,20,0,18,97,51.5,7,0.64,0,21.2,0,0,1,529
Antoine Griezmann,forward,Barcelona,df69b544,28,2019,87,7.2,28,45,1,29,34,58.8,13,0.63,0,50.0,0,0,1,784
Antonio Candreva,defender,Inter,356c9002,32,2019,78,2.3,40,25,1,53,21,47.6,18,0.71,0,55.6,1,0,0,1024
Antonio RГјdiger,defender,Chelsea,18b896d6,26,2019,81,0.9,8,44,1,152,4,75.0,45,0.94,1,60.6,1,0,0,676
Antonio Sanabria,forward,Genoa,0a447501,23,2019,74,4.6,9,19,1,13,36,58.3,21,-0.36,0,38.3,0,0,1,529
AntonГ­n BarГЎk,midfielder,Lecce,01efac19,24,2019,75,3.9,15,28,2,27,22,45.5,19,-0.47,0,41.3,0,1,0,576
Arkadiusz Milik,forward,Napoli,85613cf0,25,2019,81,9.8,12,14,0,13,15,46.7,29,0.51,0,49.3,0,0,1,625
Armando Izzo,defender,Torino,89976232,27,2019,79,1.7,17,113,1,201,13,76.9,30,-0.36,0,66.7,1,0,0,729
Arne Maier,midfielder,Hertha BSC,ab700320,20,2019,74,0.2,5,16,1,8,6,100.0,18,-0.71,0,25.0,0,1,0,400
Arthur Masuaku,defender,West Ham,57df7a11,25,2019,77,0.1,16,55,0,45,44,61.4,18,-1.0,0,46.2,1,0,0,625
Ashley Barnes,forward,Burnley,2691c772,29,2019,77,6.2,14,16,0,11,14,42.9,25,0.19,0,40.6,0,0,1,841
Ashley Westwood,midfielder,Burnley,495945ef,29,2019,78,1.1,24,86,3,61,20,40.0,0,-0.01,0,37.5,0,1,0,841
Ashley Young,defender,Inter,be927d03,34,2019,77,0.9,21,25,0,37,20,70.0,17,0.74,0,57.1,1,0,0,1156
Aymen Barkok,forward,DГјsseldorf,a2a85828,21,2019,69,0.0,0,4,0,2,1,0.0,17,-2.54,0,50.0,0,0,1,441
Aymeric Laporte,defender,Manchester City,119b9a8e,25,2019,87,0.5,5,33,1,80,3,66.7,30,1.99,0,64.9,1,0,0,625
AГЇssa Mandi,defender,Betis,fbd6378b,27,2019,79,1.5,12,71,0,265,6,83.3,0,0.01,0,58.4,1,0,0,729
Baptiste Santamaria,midfielder,Angers,5e22e2a4,24,2019,79,1.6,30,134,0,64,42,73.8,0,0.03,0,57.6,0,1,0,576
Bartosz BereszyЕ„ski,defender,Sampdoria,61b3978f,27,2019,72,0.4,29,88,1,129,27,55.6,21,-0.4,1,55.6,1,0,0,729
Ben Chilwell,defender,Leicester City,d2424d1b,22,2019,81,1.0,45,71,2,73,50,38.0,0,0.29,0,59.1,1,0,0,484
Ben Davies,defender,Tottenham,44781702,26,2019,80,0.2,23,50,0,55,18,50.0,9,-0.12,0,68.2,1,0,0,676
Ben Mee,defender,Burnley,8df7a2fb,29,2019,79,1.7,11,83,2,225,7,85.7,0,-0.1,0,59.9,1,0,0,841
Benjamin AndrГ©,midfielder,Lille,ef9c1c95,28,2019,80,0.9,28,131,1,47,25,64.0,14,0.35,0,62.5,0,1,0,784
Benjamin Bourigeaud,midfielder,Rennes,20e73fac,25,2019,78,2.5,24,60,0,40,16,81.3,23,0.27,0,33.3,0,1,0,625
Benjamin Henrichs,forward,Monaco,0a89e877,22,2019,76,0.7,12,40,0,26,14,57.1,9,-0.22,0,50.0,0,0,1,484
Benjamin Pavard,defender,Bayern Munich,45a03961,23,2019,81,2.0,25,86,0,104,26,50.0,29,1.55,1,66.7,1,0,0,529
Berat Djimsiti,defender,Atalanta,6eee05f1,26,2019,76,2.0,17,91,0,121,11,72.7,45,1.12,0,69.8,1,0,0,676
Bernardo Silva,forward,Manchester City,3eb22ec9,24,2019,87,6.0,21,60,0,19,55,72.7,18,1.63,0,37.8,0,0,1,576
Bertrand TraorГ©,forward,Lyon,c47541e0,23,2019,76,3.7,12,48,0,15,62,53.2,22,0.64,0,44.1,0,0,1,529
Borja Mayoral,forward,Levante,64e8ed6d,22,2019,76,10.1,17,16,0,15,47,57.4,25,-0.06,0,36.7,0,0,1,484
Boubacar Kamara,forward,Marseille,cc77354e,19,2019,79,0.8,6,101,1,98,24,58.3,0,0.3,0,55.2,0,0,1,361
Bouna Sarr,midfielder,Marseille,1a4b9094,27,2019,77,2.4,26,92,0,42,86,57.0,21,0.12,1,52.6,0,1,0,729
Brais MГ©ndez,midfielder,Celta Vigo,c9e39d91,22,2019,75,2.1,20,38,1,27,41,53.7,25,-0.29,0,41.0,0,1,0,484
Bram Nuytinck,defender,Udinese,e33f36d5,29,2019,72,0.5,6,73,1,198,5,60.0,0,-0.06,0,47.3,1,0,0,841
Breel Embolo,forward,M'Gladbach,0b4f388a,22,2019,78,10.4,15,30,0,6,76,53.9,24,0.76,0,33.9,0,0,1,484
Bryan Cristante,midfielder,Roma,16657b95,24,2019,78,1.6,12,47,0,42,14,78.6,19,0.78,0,43.2,0,1,0,576
Callum Hudson-Odoi,forward,Chelsea,15f3ec41,18,2019,74,1.9,13,15,1,3,48,56.3,18,0.8,0,15.4,0,0,1,324
Callum Wilson,forward,Bournemouth,c596fcb0,27,2019,78,9.9,32,16,0,23,45,53.3,32,-0.53,0,31.1,0,0,1,729
Calum Chambers,defender,Arsenal,dc6f5bdd,24,2019,75,0.8,16,42,1,116,17,64.7,45,0.27,0,54.5,1,0,0,576
Casemiro,midfielder,Real Madrid,4d224fe8,27,2019,89,4.2,26,164,0,131,33,87.9,0,0.95,0,61.7,0,1,0,729
Cengiz Гњnder,forward,Roma,1880614f,22,2019,78,2.0,8,18,0,10,42,76.2,22,0.9,0,62.5,0,0,1,484
Cenk Tosun,forward,Everton,9a104dee,28,2019,75,1.0,2,2,0,1,1,100.0,43,0.1,0,23.1,0,0,1,784
Cesc FГ bregas,midfielder,Monaco,33508c78,32,2019,75,0.5,12,18,0,14,5,80.0,11,0.17,0,75.0,0,1,0,1024
Charles ArГЎnguiz,midfielder,Leverkusen,56413b1f,30,2019,83,1.4,21,78,1,42,24,58.3,41,0.2,0,38.9,0,1,0,900
Charlie Taylor,defender,Burnley,cc2d7ad5,25,2019,77,0.0,32,68,1,100,40,47.5,41,-0.21,0,62.5,1,0,0,625
Cheikhou KouyatГ©,forward,Crystal Palace,8d3c902d,29,2019,77,2.7,17,110,1,85,31,54.8,28,-0.5,0,56.3,0,0,1,841
Chris Smalling,defender,Roma,b6964eb6,29,2019,79,1.9,7,81,2,215,9,77.8,17,0.55,0,72.9,1,0,0,841
Chris Wood,forward,Burnley,4e9a0555,27,2019,78,15.7,7,11,0,24,14,42.9,29,-0.02,1,39.0,0,0,1,729
Christian Benteke,forward,Crystal Palace,ab070c55,28,2019,72,5.1,4,13,1,38,23,82.6,13,-0.64,0,56.5,0,0,1,784
Christian Eriksen,midfielder,Tottenham,980522ec,27,2019,85,1.9,13,31,0,15,2,0.0,22,-0.34,0,37.5,0,1,0,729
Christian GГјnter,defender,Freiburg,8593f88c,26,2019,78,1.3,54,39,0,66,45,33.3,0,-0.54,0,23.8,1,0,0,676
Christian Pulisic,forward,Chelsea,1bf33a9a,20,2019,81,9.0,23,29,0,6,108,50.9,27,0.79,0,30.8,0,0,1,400
Christoph Kramer,midfielder,M'Gladbach,496aeede,28,2019,78,0.4,8,59,0,36,20,70.0,17,1.0,0,67.6,0,1,0,784
Christophe HГ©relle,defender,Nice,3681cfff,26,2019,75,1.2,7,31,1,85,8,37.5,33,-0.05,0,44.1,1,0,0,676
Christopher Nkunku,midfielder,RB Leipzig,7c56da38,21,2019,80,7.8,17,41,0,12,90,61.1,26,1.42,0,37.9,0,1,0,441
Ciaran Clark,defender,Newcastle Utd,2b91cf8e,29,2019,76,1.3,0,31,0,103,7,85.7,0,-1.04,0,43.9,1,0,0,841
Ciro Immobile,forward,Lazio,4431aed2,29,2019,87,27.2,29,19,0,11,55,41.8,38,0.47,0,27.5,0,0,1,841
ClГ©ment Lenglet,defender,Barcelona,4f28a6ff,24,2019,85,0.8,6,79,1,236,10,50.0,0,0.83,0,60.8,1,0,0,576
Corentin Jean,defender,Toulouse,7d9b37bf,24,2019,71,0.0,1,0,0,0,1,100.0,6,-8.78,0,0.0,1,0,0,576
Corentin Tolisso,midfielder,Bayern Munich,652d4c37,24,2019,80,1.3,8,13,1,11,11,63.6,22,1.28,0,61.5,0,1,0,576
Cristiano Biraghi,defender,Inter,9e1577aa,26,2019,75,0.6,33,35,0,57,22,45.5,14,0.66,0,22.2,1,0,0,676
Damien Da Silva,defender,Rennes,1ec7e1c5,31,2019,77,0.4,8,53,1,163,8,75.0,0,0.3,1,66.4,1,0,0,961
DamiГЎn SuГЎrez,defender,Getafe,ba5004e1,31,2019,80,0.9,34,89,0,46,39,61.5,0,0.12,0,41.2,1,0,0,961
Daniel Caligiuri,midfielder,Schalke 04,d1273f09,31,2019,77,3.4,53,83,0,48,77,54.5,52,-0.48,0,56.3,0,1,0,961
