"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Danny Welbeck","forward","Watford","ce5143da","28","2019","74","3.9","0.2","2","19","0","6","40","20","45","1062","21","14.6","0.21","0","27","52.8","0","0","1","784"
"Danny da Costa","midfielder","Eint Frankfurt","5ddb8f9f","26","2019","78","1.6","3.9","30","41","0","28","43","40","57.5","2083","17","33.3","0.72","0","80","44.6","0","1","0","676"
"Dante","defender","Nice","fd2bc67d","35","2019","76","1.7","0.4","9","60","0","249","20","9","88.9","5226","0","27.5","-0.19","1","133","64.6","1","0","0","1225"
"Darko LazoviД‡","defender","Hellas Verona","5128bde4","28","2019","76","2.3","7.6","49","49","0","85","106","84","44","6307","45","47.2","-0.03","0","184","45.5","1","0","0","784"
"David Alaba","defender","Bayern Munich","05439de2","27","2019","84","1","2.8","19","59","0","145","12","9","77.8","12192","79","75.3","1.63","0","213","42","1","0","0","729"
"David Silva","midfielder","Manchester City","e2716bd0","33","2019","86","6.4","5.5","21","39","0","20","172","44","75","5827","18","49.5","1.51","0","86","28","0","1","0","1089"
"Davide Biraschi","defender","Genoa","64cd167d","25","2019","72","0.5","0.7","30","66","0","106","10","53","69.8","4203","31","32.3","0.08","1","113","67.3","1","0","0","625"
"Davide Calabria","defender","Milan","2146785a","22","2019","76","0.5","1.1","21","73","1","59","30","23","43.5","3767","33","28.2","0.56","0","93","52.4","1","0","0","484"
"Davide Zappacosta","defender","Roma","7fe90ccd","27","2019","78","0.6","0.6","11","13","1","10","11","18","16.7","1140","30","7.5","-0.13","0","24","0","1","0","0","729"
"Davie Selke","forward","Hertha BSC","1238a3f9","24","2019","73","2","0.5","8","7","0","13","43","12","41.7","931","16","12.4","-0.5","0","19","52.9","0","0","1","576"
"Davinson SГЎnchez","defender","Tottenham","da7b447d","23","2019","81","0.6","0.1","9","78","5","256","15","10","80","4972","23","36.7","-0.11","0","144","54.1","1","0","0","529"
"Dayot Upamecano","defender","RB Leipzig","d248cd8f","20","2019","79","1.9","1.6","9","95","1","191","27","38","76.3","9983","45","56.4","1.02","0","245","63.5","1","0","0","400"
"Declan Rice","midfielder","West Ham","1c7012b8","20","2019","79","1.3","1.4","21","193","0","105","24","65","75.4","7483","0","48.6","-0.4","0","312","60","0","1","0","400"
"Dele Alli","midfielder","Tottenham","cea4ee8f","23","2019","83","8.1","2.9","34","51","2","36","76","66","43.9","3569","19","29.5","-0.08","0","103","33.9","0","1","0","529"
"Demarai Gray","midfielder","Leicester City","4468ec10","23","2019","75","2.8","2.1","14","17","0","3","38","25","40","2361","22","11","0.69","0","35","20","0","1","0","529"
"Denis Zakaria","forward","M'Gladbach","384d58d9","22","2019","83","2.3","1.2","10","86","1","77","16","59","78","4438","22","47.1","0.82","0","173","47.7","0","0","1","484"
"Dennis Geiger","midfielder","Hoffenheim","37f606f0","21","2019","72","0.9","2","9","18","0","12","11","8","87.5","1922","20","15.3","-0.65","0","68","36.4","0","1","0","441"
"Dennis Praet","midfielder","Leicester City","86695068","25","2019","76","0.9","0.5","14","50","0","20","18","25","48","1904","20","20","0.07","0","74","27.8","0","1","0","625"
"Diego Demme","midfielder","RB Leipzig","dc3fa3b5","27","2019","78","0.8","1.2","18","56","0","21","9","19","57.9","3512","28","32.8","1.11","0","110","29.2","0","1","0","729"
"Diego GodГ­n","defender","Inter","fc4f85b1","33","2019","85","0.9","1","11","83","1","126","18","15","100","4679","26","27.3","0.35","0","96","63.7","1","0","0","1089"
"Diego Llorente","defender","Real Sociedad","bba30585","25","2019","76","1.1","0.3","12","58","5","185","14","9","88.9","6955","23","33","0.25","0","151","56.9","1","0","0","625"
"Dimitri LiГ©nard","midfielder","Strasbourg","f7691f63","31","2019","75","1.6","3.3","11","54","0","32","8","24","66.7","3607","22","24.4","0.05","0","133","45.7","0","1","0","961"
"Dimitri Payet","forward","Marseille","58ae47b2","32","2019","82","6.4","6","19","30","0","15","66","82","61","6126","0","29.1","0.35","0","113","50","0","0","1","1024"
"Divock Origi","forward","Liverpool","43a166b4","24","2019","77","1.8","0.3","5","16","0","6","38","26","46.2","1526","14","14.2","0.42","0","28","40.9","0","0","1","576"
"Domenico Berardi","forward","Sassuolo","53a0e358","24","2019","80","10.7","5.1","30","65","0","36","89","76","51.3","5816","29","39.6","-0.25","0","143","47.2","0","0","1","576"
"Dominic Calvert-Lewin","forward","Everton","59e6e5bf","22","2019","79","15.3","0.8","23","13","0","42","134","27","51.9","2568","18","40.3","0.06","0","55","46.2","0","0","1","484"
"Dominik Kohr","midfielder","Eint Frankfurt","0fbecd11","25","2019","75","1.7","1.3","17","74","0","29","29","25","76","2415","25","31.2","0.58","0","92","35.2","0","1","0","625"
"Dominique Heintz","defender","Freiburg","699fb8db","25","2019","75","0.2","0.8","22","88","1","219","3","21","85.7","5508","9","37.2","-0.57","0","132","53","1","0","0","625"
"Douglas Luiz","midfielder","Aston Villa","6f7d826d","21","2019","75","2.6","1.6","11","82","1","104","29","45","77.8","4977","20","32","-0.72","0","205","46.2","0","1","0","441"
"Dries Mertens","forward","Napoli","89b2c8a9","32","2019","85","6","5.4","28","20","0","5","109","40","57.5","2695","25","30","0.31","0","52","27.3","0","0","1","1024"
"DuvГЎn Zapata","forward","Atalanta","d3de9af0","28","2019","83","15.6","3.6","22","9","0","14","181","49","46.9","3153","27","46","1.01","0","43","53.1","0","0","1","784"
"Eden Hazard","forward","Real Madrid","a39bb753","28","2019","88","2.1","2.9","12","13","0","3","79","71","69","4368","20","25.5","1.41","0","61","46.2","0","0","1","784"
"Edimilson Fernandes","forward","Mainz 05","3bb625ac","23","2019","70","0.8","0.7","8","65","1","64","6","21","66.7","2862","13","23.5","-0.45","0","113","51.7","0","0","1","529"
"Edin DЕѕeko","forward","Roma","3bb7f478","33","2019","83","19","3.4","25","22","0","40","217","65","53.8","3660","25","63.1","0.68","0","68","62.4","0","0","1","1089"
"Edinson Cavani","forward","Paris S-G","527f063d","32","2019","84","8.7","1","0","6","0","4","51","8","87.5","268","13","19.7","1.94","0","15","36.4","0","0","1","1024"
"Edoardo Goldaniga","defender","Genoa","4b029b31","25","2019","70","1","0.3","3","22","1","53","9","2","50","1584","20","10.5","-0.39","0","42","51.3","1","0","0","625"
"Ellyes Skhiri","midfielder","KГ¶ln","c2211709","24","2019","77","2.2","2.4","18","141","0","69","31","32","68.8","4718","35","44.5","-0.05","0","230","56.6","0","1","0","576"
"Elseid Hysaj","defender","Napoli","2f3452eb","25","2019","78","0.2","1.1","26","42","0","50","12","20","65","4817","22","21.3","0.34","0","111","34.8","1","0","0","625"
"Emil Forsberg","midfielder","RB Leipzig","9a2e0ccc","27","2019","79","3.6","1.6","15","21","0","7","32","30","73.3","2649","19","21.4","0.22","0","63","36","0","1","0","729"
"Emil Krafth","defender","Newcastle Utd","77cf6852","24","2019","74","0.3","0.6","12","26","0","53","9","6","66.7","1014","16","10.3","-0.77","0","43","43.8","1","0","0","576"
"Emre Can","forward","Dortmund","a65ce836","25","2019","82","1.2","0.3","9","38","0","34","13","21","66.7","2750","45","16.9","0.62","0","60","73.7","0","0","1","625"
"Enes Гњnal","forward","Valladolid","f8eca1b6","22","2019","75","9.7","1.2","17","26","0","17","97","40","65","2402","29","27.3","-0.45","0","65","45","0","0","1","484"
"Enis Bardhi","midfielder","Levante","cac2537b","24","2019","79","5.1","1.7","31","39","0","26","48","57","64.9","3626","23","31.1","-0.25","0","118","15.6","0","1","0","576"
"Eric Bailly","defender","Manchester Utd","a1232f4e","25","2019","79","0","0","0","4","1","15","0","1","100","186","20","2","-0.14","0","9","100","1","0","0","625"
"Eric Dier","forward","Tottenham","ac861941","25","2019","78","0.9","0.4","7","42","0","110","12","4","100","2739","18","21.7","-0.03","0","59","61.1","0","0","1","625"
"Erick Cabaco","defender","Levante","e7ab4179","24","2019","74","0.3","0.1","0","24","1","103","4","5","80","927","3","10.7","-0.54","0","48","54.3","1","0","0","576"
"Erik Thommy","midfielder","DГјsseldorf","df8e7b62","24","2019","75","4.6","3.8","44","56","1","22","60","67","67.2","5050","25","27.6","-0.67","1","139","29.2","0","1","0","576"
"Ermin BiДЌakДЌiД‡","defender","Hoffenheim","7aac47fe","29","2019","76","0.6","0.3","7","32","2","116","10","2","50","2789","18","19.6","-0.26","0","55","74","1","0","0","841"
"Fabian SchГ¤r","forward","Newcastle Utd","c8aa95da","27","2019","78","1.4","0.2","7","86","2","123","19","24","66.7","2962","18","15.3","-1.03","0","112","50","0","0","1","729"
"Fabinho","midfielder","Liverpool","7f3b388c","25","2019","87","0.4","1.4","13","96","1","40","10","12","75","5013","22","41","0.66","0","157","59.4","0","1","0","625"
"Fabio Quagliarella","forward","Sampdoria","ee4f2f3b","36","2019","80","12.9","2.8","11","17","0","20","141","17","70.6","1917","25","36.5","0.13","0","54","35.7","0","0","1","1296"
"Federico Bernardeschi","midfielder","Juventus","ee93c1a9","25","2019","80","4.4","3.1","18","26","1","18","49","42","52.4","3509","27","33.5","0.63","0","61","66.7","0","1","0","625"
"Federico Ceccherini","defender","Fiorentina","d9624b51","27","2019","70","0.2","0.1","1","27","1","61","8","7","85.7","1731","23","12.3","-0.06","0","59","64.1","1","0","0","729"
"Federico Chiesa","forward","Fiorentina","b0f7e36c","21","2019","78","12.2","3.9","21","44","0","5","150","91","57.1","5338","29","43.7","0.3","0","107","25","0","0","1","441"
"Federico Fazio","defender","Roma","4e358a2d","32","2019","77","0.5","0.1","4","38","0","89","13","12","66.7","1990","33","24.7","0.53","0","70","60","1","0","0","1024"
"Federico FernГЎndez","defender","Newcastle Utd","f25b010f","30","2019","77","1.4","0.5","21","66","2","254","24","16","62.5","3506","9","30","-0.75","1","128","54.1","1","0","0","900"
"Federico Valverde","midfielder","Real Madrid","0959c2a2","21","2019","83","2","2.3","16","59","2","27","24","27","70.4","4603","14","39.6","0.96","0","113","58.1","0","1","0","441"
"Ferland Mendy","defender","Real Madrid","3cefcaef","24","2019","83","0.6","1.6","27","54","1","54","38","69","71","4847","18","34","0.85","0","97","57.8","1","0","0","576"
"Filip KostiД‡","midfielder","Eint Frankfurt","b1cd37e6","26","2019","83","6.3","10.9","75","82","0","23","104","139","59.7","7806","0","58.3","0.3","0","225","57.1","0","1","0","676"
"Flavien Tait","midfielder","Rennes","a0f9b535","26","2019","76","1.2","1.4","18","29","1","3","18","32","68.8","2379","18","13.7","0.19","0","52","23.5","0","1","0","676"
"Florent Mollet","midfielder","Montpellier","7e82a78f","27","2019","78","3","3.6","19","22","0","6","33","24","58.3","3196","21","25","-0.04","0","91","36.4","0","1","0","729"
"Florian Kainz","forward","KГ¶ln","94c18565","26","2019","75","4.2","5.2","25","34","0","11","33","39","56.4","3232","27","29.6","0.18","0","90","28","0","0","1","676"
"Florian Lejeune","defender","Newcastle Utd","6eaed4eb","28","2019","77","1.2","0","6","18","2","21","5","5","80","538","50","5.1","-1.08","0","35","53.3","1","0","0","784"
"Florian Niederlechner","forward","Augsburg","d6862409","28","2019","78","13.9","3.6","21","29","0","47","141","63","44.4","2288","36","39.2","-0.3","1","89","40.7","0","0","1","784"
"Francesco Acerbi","defender","Lazio","b96b595c","31","2019","83","2.4","1.7","12","101","1","300","30","14","92.9","9440","0","62.9","0.45","0","179","63.6","1","0","0","961"
"Francis Coquelin","midfielder","Valencia","a6951bf8","28","2019","80","0.4","0.5","6","75","0","65","16","29","69","2867","22","26.6","-0.16","0","149","66.7","0","1","0","784"
"Gabriel Jesus","forward","Manchester City","b66315ae","22","2019","83","18.2","2.3","16","28","0","7","171","60","75","2691","26","57.6","1.76","0","85","36.9","0","0","1","484"
"Gabriel Silva","defender","Saint-Г‰tienne","4914ed4a","28","2019","74","0","0","2","8","0","10","3","0","0","370","5","2.7","-0.82","0","14","66.7","1","0","0","784"
"Gareth Bale","forward","Real Madrid","a58bb1e1","30","2019","83","4","1.6","10","15","0","8","45","30","60","2674","26","18.2","0.39","0","36","70","0","0","1","900"
"GaГ«l Kakuta","midfielder","Amiens","5b1bf5e3","28","2019","75","2.8","2.6","26","62","2","6","41","74","64.9","3937","37","21.4","-0.32","0","96","29.1","0","1","0","784"
"GaГ«tan Laborde","forward","Montpellier","7cdda3bf","25","2019","76","8.3","2.9","28","28","1","31","117","80","41.3","2966","29","31.3","0.09","0","108","52.3","0","0","1","625"
"Geoffrey Kondogbia","midfielder","Valencia","cce181df","26","2019","79","1.1","0.4","6","120","2","89","11","30","73.3","4564","18","20.3","-0.39","1","158","48.2","0","1","0","676"
"Georginio Wijnaldum","midfielder","Liverpool","eb58eef0","28","2019","85","2.6","1.6","23","55","3","41","74","74","55.4","6609","28","57.9","0.73","0","189","37","0","1","0","784"
"GermГЎn Pezzella","defender","Fiorentina","8c725b43","28","2019","78","3.1","0.5","9","91","1","200","56","1","100","3844","0","44.6","0.05","0","154","63.1","1","0","0","784"
"Giacomo Bonaventura","midfielder","Milan","d995ed27","29","2019","80","3.3","1.8","13","23","0","17","48","30","73.3","3053","24","25.4","0.73","0","62","40","0","1","0","841"
"Gian Marco Ferrari","defender","Sassuolo","8650af85","27","2019","72","1.3","0.9","6","35","1","187","22","4","75","6326","12","30","-0.24","0","98","61","1","0","0","729"
"Gianluca Caprari","forward","Sampdoria","54e53b7e","26","2019","74","1.2","0.5","8","16","0","3","24","22","50","1484","22","8","-0.47","0","30","0","0","0","1","676"
"Gianluca Mancini","forward","Roma","5aa53281","23","2019","76","2.6","1.3","11","109","1","201","37","14","78.6","5735","25","56.8","0.58","0","165","71.2","0","0","1","529"
"Giorgio Chiellini","defender","Juventus","e85fb9b8","34","2019","87","0.2","0","1","4","0","18","2","1","100","409","13","3.6","0.69","0","8","57.1","1","0","0","1156"
"Giovani Lo Celso","midfielder","Tottenham","d7553721","23","2019","82","1.3","1.5","16","60","0","23","27","51","62.7","5567","23","20.9","-0.16","0","123","26.7","0","1","0","529"
"Giovanni Simeone","forward","Cagliari","343c0d52","24","2019","76","11.8","1.7","22","35","1","21","126","65","49.2","3183","38","37.3","-0.26","0","55","25.3","0","0","1","576"
"Giuseppe Pezzella","defender","Parma","149c5f5d","21","2019","72","0.1","0.4","13","26","0","39","7","23","52.2","2078","19","13.1","-0.62","0","44","45","1","0","0","441"
"Gonzalo Escalante","midfielder","Eibar","3f79a1c8","26","2019","77","1.7","0.9","17","70","0","29","33","22","72.7","1637","25","21","-0.41","0","105","48.7","0","1","0","676"
"Granit Xhaka","midfielder","Arsenal","e61b8aee","26","2019","80","0.5","1.3","19","66","3","125","19","32","78.1","6390","45","38.9","-0.1","0","195","45.5","0","1","0","676"
"Guillermo MaripГЎn","defender","Monaco","d9764034","25","2019","75","1.9","0.3","6","67","2","127","17","4","50","3794","0","33.8","0.21","0","114","56.5","1","0","0","625"
"Hakan Г‡alhanoДџlu","midfielder","Milan","cd0fa27b","25","2019","79","7.8","5.6","26","68","1","39","87","45","62.2","6962","45","49.4","0.44","0","156","38","0","1","0","625"
"Hamari TraorГ©","defender","Rennes","a4b1028a","27","2019","79","1.4","2.3","23","103","1","66","38","41","61","5360","0","34.7","0.27","0","169","55.2","1","0","0","729"
"Hamza Choudhury","midfielder","Leicester City","7d2d3329","21","2019","74","0.4","0.2","10","41","0","25","11","10","30","1274","13","11.4","0.15","0","51","54.5","0","1","0","441"
"Hans Hateboer","defender","Atalanta","3b333ac3","25","2019","78","2.3","3.4","43","46","1","46","69","26","42.3","4925","27","62.5","1.27","0","89","52.6","1","0","0","625"
"Harry Kane","forward","Tottenham","21a66f6a","26","2019","88","12.5","2.7","17","24","0","38","117","55","50.9","2992","0","35.1","-0.03","0","69","39.1","0","0","1","676"
"Harry Maguire","defender","Manchester Utd","d8931174","26","2019","82","2.1","0.8","6","109","0","360","61","11","63.6","12005","0","62.2","0.64","0","237","71.5","1","0","0","676"
"Harry Winks","midfielder","Tottenham","2f7acede","23","2019","79","0.5","1.5","12","76","1","54","4","21","71.4","6572","19","29.1","-0.27","0","162","63.6","0","1","0","529"
"Harvey Barnes","midfielder","Leicester City","3ea50f67","21","2019","79","8.1","3","17","24","1","9","121","81","53.1","4878","26","38.1","0.44","0","91","42.4","0","1","0","441"
"Henrikh Mkhitaryan","midfielder","Roma","dd0daf32","30","2019","80","5.7","2.4","17","43","0","12","67","44","47.7","3465","25","31.5","0.58","0","77","43.5","0","1","0","900"
"Houssem Aouar","midfielder","Lyon","a5db0bec","21","2019","81","3.7","2.4","16","41","0","10","72","112","59.8","5915","14","28.6","0.29","0","120","58.6","0","1","0","441"
"Iago Aspas","forward","Celta Vigo","7dcf86f6","31","2019","84","14.6","3.5","49","51","0","10","136","95","54.7","6617","0","37","-0.19","0","108","33.3","0","0","1","961"
"Ibrahima KonatГ©","defender","RB Leipzig","5ed9b537","20","2019","78","0.1","0.2","0","16","1","45","3","4","75","1500","15","13.9","1.1","0","34","81.8","1","0","0","400"
"Ignatius Ganago","forward","Nice","23c63b7f","20","2019","71","1.9","1.1","8","14","0","14","40","39","56.4","1863","23","18.7","-0.38","0","42","38.2","0","0","1","400"
"Ihlas Bebou","forward","Hoffenheim","a53b661f","25","2019","74","4.5","1.8","26","38","0","37","87","94","52.1","3770","36","36.5","-0.19","0","99","48.7","0","0","1","625"
"Isaac Hayden","midfielder","Newcastle Utd","c951a6df","24","2019","77","1.2","1.1","25","93","0","50","29","43","62.8","2118","19","25.6","-0.71","0","114","59.8","0","1","0","576"
"Isco","forward","Real Madrid","a0b4bb3e","27","2019","84","2.1","1.9","20","20","1","6","37","45","73.3","4224","15","17.7","0.38","0","64","26.1","0","0","1","729"
"IsmaГ«l TraorГ©","defender","Angers","b666421b","32","2019","75","0.8","0.3","6","50","1","121","19","5","80","2289","0","23.8","0.03","0","132","58","1","0","0","1024"
"Issa Diop","defender","West Ham","a712ca2b","22","2019","77","1.5","0.9","11","74","2","229","25","7","71.4","3407","3","41.1","-0.39","0","145","66.9","1","0","0","484"
"Ivan PeriЕЎiД‡","forward","Bayern Munich","6fe90922","30","2019","82","4.1","3.7","24","20","0","14","106","20","60","2450","30","35.7","1.67","0","51","71.4","0","0","1","900"
"Ivan RadovanoviД‡","midfielder","Genoa","023937a9","30","2019","74","0.9","0.5","3","35","0","60","6","3","66.7","2563","13","18.3","-0.4","0","78","54.8","0","1","0","900"
"Ivan RakitiД‡","midfielder","Barcelona","89f951b5","31","2019","82","2.1","2.7","13","42","1","44","31","17","58.8","4215","23","31","0.66","0","106","45.9","0","1","0","961"
"Jack Cork","midfielder","Burnley","74e12f1e","30","2019","77","2","1.1","14","63","0","60","27","33","78.8","2674","0","36.1","-0.07","0","171","43.9","0","1","0","900"
"Jack Stephens","defender","Southampton","6adbc307","25","2019","75","1","1","16","75","2","196","20","11","63.6","4165","45","39","0.01","0","140","42.6","1","0","0","625"
"Jadon Sancho","forward","Dortmund","dbf053da","19","2019","87","10.1","8","34","28","0","8","122","138","55.8","8217","28","49.9","0.91","0","98","7.7","0","0","1","361"
"Jakub Jankto","midfielder","Sampdoria","1ea5f91c","23","2019","74","2.5","3.3","20","49","0","31","60","19","36.8","3170","33","32.3","-0.05","0","111","29","0","1","0","529"
"Jamaal Lascelles","defender","Newcastle Utd","450ab6fc","25","2019","77","0.5","0.1","7","42","1","188","18","6","66.7","2311","0","23.2","-0.71","0","128","59.8","1","0","0","625"
"James McArthur","midfielder","Crystal Palace","cee31595","31","2019","75","2","2.4","49","148","0","102","86","44","65.9","5402","0","31.7","-0.53","0","185","37.4","0","1","0","961"
"James Milner","forward","Liverpool","2f90f6b8","33","2019","80","2.2","1.1","15","23","1","26","11","11","90.9","2276","15","20.8","1.15","0","63","50","0","0","1","1089"
"James Tarkowski","defender","Burnley","15ea812b","26","2019","80","2.1","2.2","9","129","4","306","72","13","100","3154","0","47.4","-0.06","0","180","74","1","0","0","676"
"James Tomkins","defender","Crystal Palace","e7ca0439","30","2019","76","1.1","0.1","2","50","0","130","21","2","50","1670","0","13.8","-0.77","0","82","65.2","1","0","0","900"
"James Ward-Prowse","forward","Southampton","3515d404","24","2019","79","7.3","5.9","23","152","1","118","42","21","66.7","3484","0","56.1","0.09","0","249","51.9","0","0","1","576"
"Jamie Vardy","forward","Leicester City","45963054","32","2019","86","19.2","3.8","12","17","0","28","168","47","48.9","2358","32","53.3","0.36","0","44","36","0","0","1","1024"
"Jan Bednarek","defender","Southampton","4115ce4e","23","2019","77","1.1","0.7","14","142","4","269","15","2","100","3186","0","50.1","0.04","1","161","73.1","1","0","0","529"
"Janik Haberer","midfielder","Freiburg","70dcf94d","25","2019","75","0.6","1","20","51","0","26","29","26","57.7","2669","17","24.9","-0.64","0","129","39.3","0","1","0","625"
"Jannik Vestergaard","defender","Southampton","1900032e","26","2019","77","1.4","0.2","3","45","2","109","18","5","60","2690","12","24.5","0.24","0","80","73.6","1","0","0","676"
"Jason","midfielder","Getafe","9038c2a1","25","2019","76","1.5","1.7","25","47","0","16","19","52","46.2","1903","14","13.9","0.08","0","80","40","0","1","0","625"
"Jean-Eudes Aholou","midfielder","Saint-Г‰tienne","48b28bfd","25","2019","74","0.7","0.1","2","31","0","14","13","16","75","1210","47","9.6","0.23","0","57","47.6","0","1","0","625"
"Jean-KГ©vin Augustin","forward","Monaco","97bfa797","22","2019","73","0.5","0","0","6","0","0","15","9","44.4","250","16","6","0.89","0","11","0","0","0","1","484"
"Jean-Philippe Gbamin","midfielder","Everton","6bd603db","23","2019","78","0","0","4","5","0","7","0","3","66.7","213","46","0.9","-0.63","0","8","60","0","1","0","529"
"Jean-Victor Makengo","midfielder","Toulouse","22bfb57e","21","2019","70","0.8","0.8","6","17","1","10","13","29","44.8","2436","12","12.2","-0.56","0","47","15.8","0","1","0","441"
"Jeff Hendrick","midfielder","Burnley","989d5705","27","2019","75","1.7","1.8","24","38","0","34","36","47","46.8","2079","19","29.7","-0.01","0","107","59.5","0","1","0","729"
"Jeffrey Gouweleeuw","defender","Augsburg","1025db8e","28","2019","76","0","0.1","9","65","0","171","4","9","77.8","2986","8","23.1","-0.44","0","118","54.5","1","0","0","784"
"Jeffrey Schlupp","forward","Crystal Palace","3312f911","26","2019","74","1.7","0.4","9","31","0","14","30","24","54.2","1519","28","10.1","-0.53","0","42","45.5","0","0","1","676"
"Jeison Murillo","defender","Celta Vigo","b233e8e4","27","2019","77","0.5","0.1","5","57","2","126","13","4","100","1921","18","15.3","-0.22","0","84","61.3","1","0","0","729"
"Jens Stryger Larsen","defender","Udinese","f91e81c9","28","2019","75","1.3","2.6","39","47","0","80","30","22","72.7","4571","22","33.7","-0.15","0","134","34.3","1","0","0","784"
"Jesse Lingard","midfielder","Manchester Utd","810e3c74","26","2019","77","1.9","0.6","5","18","0","5","32","23","56.5","1577","22","18.3","0.7","0","37","14.3","0","1","0","676"
"JesГєs Navas","defender","Sevilla","3f10bd22","33","2019","84","0.3","8.2","65","58","0","88","60","60","61.7","10317","45","52.8","0.48","0","210","28.8","1","0","0","1089"
"Joachim Andersen","defender","Lyon","e34fc66d","23","2019","76","0.9","0.2","3","27","2","166","13","3","100","4909","0","22.6","0.24","0","84","69.4","1","0","0","529"
"JoaquГ­n","midfielder","Betis","4c5b14d2","38","2019","74","6","6.3","26","29","1","24","68","82","68.3","5268","23","33.1","0.2","0","84","40","0","1","0","1444"
"JoaquГ­n Correa","forward","Lazio","45b9b619","24","2019","81","10.4","2.6","20","20","0","14","143","76","68.4","4400","27","40.6","0.46","0","63","29.8","0","0","1","576"
"Joe Gomez","defender","Liverpool","7a11550b","22","2019","83","0","0.4","10","61","2","137","1","11","72.7","7257","12","42.2","0.96","0","151","58.1","1","0","0","484"
"Joel Ward","defender","Crystal Palace","8a7ff278","29","2019","76","0.3","0.6","45","117","1","117","10","15","53.3","2801","16","26.4","-0.41","0","116","64.6","1","0","0","841"
"John Brooks","defender","Wolfsburg","e27da244","26","2019","76","1.2","0.8","5","79","0","147","29","4","75","4260","0","40.8","0.33","0","157","67.9","1","0","0","676"
"John Guidetti","forward","AlavГ©s","99bebd12","27","2019","74","0.1","0","0","2","0","0","3","4","75","130","10","0.4","-2.31","0","2","50","0","0","1","729"
"John Stones","defender","Manchester City","5eecec3d","25","2019","80","0.4","0.2","7","25","2","98","12","5","100","5661","19","28.4","1.32","0","69","64.7","1","0","0","625"
"Jonas Hofmann","midfielder","M'Gladbach","2903a856","27","2019","77","4.4","4","19","61","0","21","40","28","42.9","3168","18","38.3","0.76","0","125","15","0","1","0","729"
"Jonas Martin","midfielder","Strasbourg","468fdbad","29","2019","73","0.8","0.3","0","6","0","4","3","4","75","551","0","3.8","0.86","0","18","33.3","0","1","0","841"
"Jonathan Bamba","forward","Lille","b2bd0f6c","23","2019","78","5.6","2.1","19","28","2","9","59","82","54.9","4805","17","30.3","0.29","0","129","40","0","0","1","529"
"Jonathan Schmid","defender","Freiburg","088ca1bd","29","2019","77","3.3","3.1","41","77","0","92","41","33","42.4","4193","29","43.7","-0.41","0","144","59.6","1","0","0","841"
"Jonathan Tah","defender","Leverkusen","bd142efb","23","2019","79","0.3","1.5","11","63","2","164","10","16","87.5","7412","41","42","0.35","0","152","73.5","1","0","0","529"
"Jonjo Shelvey","midfielder","Newcastle Utd","3727dd3c","27","2019","77","2.5","2.6","19","52","0","58","22","20","75","3412","6","25.4","-0.7","0","139","56.7","0","1","0","729"
"Jonjoe Kenny","defender","Schalke 04","099e666f","22","2019","76","1.3","1.5","38","75","0","85","25","20","55","3890","0","33.8","-0.45","0","176","49.2","1","0","0","484"
"Jonny Evans","defender","Leicester City","f8fcd2a5","31","2019","80","3.7","0.7","7","105","4","340","47","8","75","8583","0","59.7","0.39","1","230","64.3","1","0","0","961"
"Jordan Amavi","defender","Marseille","22721b88","25","2019","78","0.7","1.1","22","111","0","78","28","52","57.7","4457","24","32.5","0.33","0","126","73.3","1","0","0","625"
"Jordan Ayew","forward","Crystal Palace","da052c14","27","2019","77","7.5","2","24","63","0","30","123","117","62.4","5611","0","32.5","-0.53","0","147","31.3","0","0","1","729"
"Jordan Ferri","midfielder","Montpellier","375622c5","27","2019","73","0.4","1.1","22","32","0","12","10","32","65.6","2732","22","16.4","-0.1","0","104","50","0","1","0","729"
"Jordan Henderson","midfielder","Liverpool","935e6b8f","29","2019","86","1.1","3.6","24","93","2","29","43","28","60.7","6546","16","45.1","0.9","0","183","70.6","0","1","0","841"
"Jordan Torunarigha","defender","Hertha BSC","f86cabbd","21","2019","75","0.6","1.4","6","63","0","126","11","22","63.6","3179","11","22.7","-0.29","0","75","75","1","0","0","441"
"Jordan Veretout","midfielder","Roma","4a56052c","26","2019","79","4.9","2.5","18","54","1","48","22","37","78.4","6476","16","56.1","0.67","0","158","38.9","0","1","0","676"
"Jorginho","midfielder","Chelsea","45db685d","27","2019","83","3.2","2.4","20","130","2","79","10","21","61.9","6854","23","48","0.79","0","247","26.9","0","1","0","729"
"Joselu","forward","AlavГ©s","6265208f","29","2019","76","11.7","1.1","16","39","0","50","130","34","38.2","2113","27","36.1","-0.31","0","100","66.3","0","0","1","841"
"Joshua Kimmich","forward","Bayern Munich","49296448","24","2019","88","1.2","11.2","31","81","0","87","34","30","63.3","10428","11","82.1","1.57","0","220","47.3","0","0","1","576"
"Joshua King","forward","Bournemouth","43458538","27","2019","77","6.5","2.2","27","24","0","12","84","107","48.6","4169","24","28.5","-0.3","0","105","47.2","0","0","1","729"
"Josip Brekalo","midfielder","Wolfsburg","d4a2533d","21","2019","76","3.8","4.8","31","34","0","11","67","82","46.3","4755","24","32","0.44","0","91","32.4","0","1","0","441"
